날짜,지역,최저온도,최고온도,강수량,증발,풍향,풍속,습도,기압,구름,온도,금일 비 여부,내일 비 여부
2015-11-13,Dartmoor,12.1,20.7,0,6.2,S,19,46,1019,NA,20.3,No,No
2015-11-14,Dartmoor,5.1,19.6,0,3.4,SSW,20,58,1020.1,NA,18,No,No
2015-11-15,Dartmoor,11.5,21.4,0,4.8,ESE,22,40,1020.6,NA,20.8,No,No
2015-11-16,Dartmoor,7.3,29.9,0,4.4,NW,13,19,1013.5,NA,28.7,No,No
2015-11-17,Dartmoor,7.9,30.9,0,8,W,31,22,1011.1,NA,28.6,No,No
2015-11-18,Dartmoor,8.6,34.9,0,7.8,NE,7,14,1008.5,NA,31.3,No,No
2015-11-19,Dartmoor,12.2,25.7,0.4,7.4,WSW,19,53,1014.6,NA,24.3,No,No
2015-11-20,Dartmoor,13.1,21.3,0.6,4,WSW,20,56,1014.3,NA,20.1,No,No
2015-11-21,Dartmoor,11,17.9,0,4.2,SW,24,55,1024.6,NA,15.6,No,No
2015-11-22,Dartmoor,10,19.4,0.2,3.2,SW,20,53,1018.4,NA,18.4,No,No
2015-11-23,Dartmoor,11.7,21.3,1,3.6,WSW,24,51,1018.1,NA,20,No,No
2015-11-24,Dartmoor,11.1,24.8,0,3.6,WNW,19,38,1013.2,NA,22.9,No,No
2015-11-25,Dartmoor,10.4,29.3,0,6.8,W,35,32,997.2,NA,24.3,No,Yes
2015-11-26,Dartmoor,6.7,16.1,5.8,5.2,SW,26,46,1014.6,NA,14.2,Yes,No
2015-11-27,Dartmoor,5.5,17.9,0.2,5.2,WSW,17,47,1018.5,NA,17.5,No,No
2015-11-28,Dartmoor,10.8,17.5,0.2,3.6,W,9,64,1017.3,NA,16.3,No,No
2015-11-29,Dartmoor,10.9,22.2,0,2.6,SSW,19,38,1014.7,NA,19.7,No,No
2015-11-30,Dartmoor,6,32.9,0,4.4,NNW,37,29,999,NA,28.1,No,No
2015-12-01,Dartmoor,8.6,17.5,0,6,W,26,52,1011.4,NA,15.4,No,Yes
2015-12-02,Dartmoor,3.4,19.5,1.8,4.2,WSW,22,43,1025.6,NA,16.7,Yes,No
2015-12-03,Dartmoor,11.3,24,0.2,4.8,SSW,20,48,1025.3,NA,22.7,No,No
2015-12-04,Dartmoor,10.6,34.2,0,4.8,W,11,13,1018.6,NA,33.2,No,No
2015-12-05,Dartmoor,13.4,34.5,0,7.8,ESE,31,35,1015.7,NA,31.1,No,No
2015-12-06,Dartmoor,16.4,30.7,0,10.4,ESE,22,35,1013.4,NA,29.9,No,No
2015-12-07,Dartmoor,17.5,35.9,0,5,NE,17,24,1007.4,NA,33.5,No,No
2015-12-08,Dartmoor,20.9,29.2,0,10.2,NW,35,43,1007.3,NA,24.5,No,No
2015-12-09,Dartmoor,14.3,23,0.2,7.8,SW,20,45,1015.7,NA,21.9,No,No
2015-12-10,Dartmoor,7.9,25.2,0.2,5.6,SW,20,45,1012.2,NA,22.1,No,No
2015-12-11,Dartmoor,9.4,18,0.6,6.4,SW,31,52,1014.6,NA,14.6,No,Yes
2015-12-12,Dartmoor,4.8,19.6,1.6,5.6,SSW,19,46,1018.9,NA,16.9,Yes,No
2015-12-13,Dartmoor,5,25.2,0,4,SSW,22,41,1013.5,NA,23,No,No
2015-12-14,Dartmoor,6.2,29.2,0,6,SSW,13,32,1014.3,NA,28,No,No
2015-12-15,Dartmoor,12.9,33.3,0,6.8,ESE,17,27,1013.5,NA,32.5,No,No
2015-12-16,Dartmoor,12.6,35.6,0,8.4,ENE,9,13,1013.3,NA,33.7,No,No
2015-12-17,Dartmoor,12.6,37.8,0,8.2,W,9,15,1010.8,NA,36,No,No
2015-12-18,Dartmoor,13.9,33.6,0,9.8,SSE,17,31,1008.6,NA,31.9,No,No
2015-12-19,Dartmoor,13.9,43.2,0,6.6,WNW,30,14,1001.2,NA,39.7,No,No
2015-12-20,Dartmoor,21.7,23.1,0,13.8,W,22,54,1007.5,NA,21.4,No,Yes
2015-12-21,Dartmoor,11.9,21.1,4.6,5.8,S,26,42,1023.4,NA,19.5,Yes,No
2015-12-22,Dartmoor,6.7,24.8,0,5.4,SSE,17,36,1020.1,NA,24.2,No,No
2015-12-23,Dartmoor,7.6,30.6,0,6.8,SSW,13,29,1015.6,NA,29.5,No,No
2015-12-24,Dartmoor,10.8,38.3,0,8,NNW,20,9,1009.2,NA,36.8,No,No
2015-12-25,Dartmoor,17.6,38.8,0,13.8,NNW,37,14,1000.3,NA,36.5,No,Yes
2015-12-26,Dartmoor,11,18.9,6.2,11.8,SSW,26,64,1014.7,NA,15.8,Yes,No
2015-12-27,Dartmoor,5.3,22.4,0,4.6,SSW,17,42,1025,NA,20.4,No,No
2015-12-28,Dartmoor,5.5,26.1,0,5.6,SSW,24,43,1024.3,NA,22.9,No,No
2015-12-29,Dartmoor,7.7,30.6,0,6.6,SSW,19,26,1019.9,NA,29.3,No,No
2015-12-30,Dartmoor,10.8,38.7,0,4.8,NNW,13,9,1011.6,NA,36.5,No,No
2015-12-31,Dartmoor,14.7,40.3,0,14.8,SSW,24,10,1009.1,NA,38.3,No,No
2016-01-01,Dartmoor,16.4,25,0,12.8,SSE,24,61,1015.6,NA,21.6,No,No
2016-01-02,Dartmoor,14.1,20,0,5.6,SE,31,66,1016.8,NA,18.6,No,No
2016-01-03,Dartmoor,15.5,28.6,0,3,SE,31,43,1014.8,NA,27.5,No,No
2016-01-04,Dartmoor,16,28.1,0,6.4,SE,31,46,1016.6,NA,26.6,No,No
2016-01-05,Dartmoor,13,28.4,0,8.6,SSW,24,37,1015.4,NA,26.5,No,No
2016-01-06,Dartmoor,16.7,25.9,0,7.4,SE,33,50,1019.4,NA,23.5,No,No
2016-01-08,Dartmoor,13.6,24.5,NA,6.8,SSW,22,44,1022.6,NA,22.6,NA,No
2016-01-09,Dartmoor,10.6,26.9,0,6.8,SSW,19,44,1020.1,NA,24.5,No,No
2016-01-10,Dartmoor,11,32.8,0,7.6,NW,19,17,1013.7,NA,31.7,No,No
2016-01-11,Dartmoor,14.1,30.3,0,7.4,S,2,75,1011.5,NA,19.4,No,Yes
2016-01-12,Dartmoor,12.6,33.6,1.2,3.6,SSW,9,25,1011.8,NA,33.1,Yes,No
2016-01-13,Dartmoor,16.8,39.2,0,9.4,WNW,28,17,1005.5,NA,37.8,No,No
2016-01-14,Dartmoor,14.3,20.3,1,9,S,31,43,1024.1,NA,18.4,No,Yes
2016-01-15,Dartmoor,10.5,22.5,1.4,6.4,SE,24,35,1030.4,NA,20.9,Yes,No
2016-01-16,Dartmoor,5.4,27.5,0,5.8,SE,22,32,1024.1,NA,26.9,No,No
2016-01-17,Dartmoor,12.6,35.4,0,8,NNW,26,13,1016.4,NA,34.5,No,No
2016-01-18,Dartmoor,10.5,30.2,0,9.6,SW,22,36,1014.2,NA,26.2,No,No
2016-01-19,Dartmoor,8.1,37.9,0,7.4,WNW,15,9,1008.4,NA,36.6,No,No
2016-01-20,Dartmoor,15.5,31.6,0,9,S,17,37,1007.7,NA,30.7,No,No
2016-01-21,Dartmoor,15.9,30.3,0,8,SSW,17,32,1009.3,NA,28.8,No,Yes
2016-01-22,Dartmoor,15,27.8,2.4,7.6,SW,15,52,1007.6,NA,26.5,Yes,No
2016-01-23,Dartmoor,15.5,22.3,0.4,6.2,SW,19,60,1015.9,NA,19.6,No,No
2016-01-24,Dartmoor,13.4,23.4,0.2,4.2,SSW,19,60,1015.7,NA,21.7,No,No
2016-01-25,Dartmoor,15.9,25,0,4,SSE,20,38,1017.3,NA,24.7,No,No
2016-01-26,Dartmoor,11.6,26.2,0,7,SE,24,54,1015.5,NA,25,No,No
2016-01-27,Dartmoor,18,34.1,0,5.8,SW,19,21,1005.7,NA,32.9,No,No
2016-01-28,Dartmoor,15.9,24.9,0,9,W,30,86,1003.6,NA,17.1,No,Yes
2016-01-29,Dartmoor,7.8,20.1,6.4,3.2,N,6,70,1003.1,NA,15.3,Yes,No
2016-01-30,Dartmoor,7.6,24.9,0.6,2.6,S,13,43,1005,NA,22.8,No,Yes
2016-01-31,Dartmoor,12.6,23,4,5.6,SSW,26,84,1001.1,NA,19.1,Yes,Yes
2016-02-01,Dartmoor,15,28.4,2.8,1.4,SSW,7,39,1005.1,NA,27.5,Yes,No
2016-02-02,Dartmoor,15.1,26.5,0.2,8,SSW,17,90,1003.1,NA,18.6,No,Yes
2016-02-03,Dartmoor,14.7,22.2,2.2,1.2,S,28,51,1014.4,NA,20.5,Yes,No
2016-02-04,Dartmoor,14.8,23.6,0,6.2,SSE,26,44,1020.9,NA,22.2,No,No
2016-02-05,Dartmoor,15,28.2,0,6.2,SE,24,42,1017.8,NA,27.1,No,No
2016-02-06,Dartmoor,12.3,33.5,0,7.2,SW,20,27,1013.8,NA,32.6,No,No
2016-02-07,Dartmoor,14.8,27.5,0,6.6,S,20,44,1017.8,NA,26.9,No,No
2016-02-08,Dartmoor,13.8,26.1,0,7.2,S,24,40,1022.5,NA,25.2,No,No
2016-02-09,Dartmoor,10,29.7,0,6.4,S,13,37,1018.4,NA,28.3,No,No
2016-02-10,Dartmoor,8.8,26.9,0,6.8,SSW,20,46,1015.4,NA,25.1,No,No
2016-02-11,Dartmoor,10.8,26.4,0,4.8,SSW,24,48,1015.7,NA,25.4,No,No
2016-02-12,Dartmoor,10.3,30.5,0,6.2,WNW,13,23,1012.4,NA,29.6,No,No
2016-02-13,Dartmoor,11.5,28.2,0,7,SW,20,42,1008.8,NA,27.2,No,No
2016-02-14,Dartmoor,12.7,23.6,0,3.6,WSW,19,63,1013.7,NA,18.9,No,No
2016-02-15,Dartmoor,11.5,23.4,0,4.8,WNW,24,45,1012.6,NA,21.7,No,No
2016-02-16,Dartmoor,13,20.1,1,5.8,S,24,42,1020.2,NA,17.9,No,No
2016-02-17,Dartmoor,11.8,21.4,0.2,6,SW,20,84,1017.3,NA,19.1,No,No
2016-02-18,Dartmoor,12.7,24.1,0.4,1.2,W,7,60,1010.9,NA,22.1,No,Yes
2016-02-19,Dartmoor,13.9,19.2,1.6,3.6,S,19,54,1016.9,NA,18.5,Yes,No
2016-02-20,Dartmoor,8.8,22.3,0.4,3.6,SSW,11,41,1023.8,NA,20.6,No,No
2016-02-21,Dartmoor,7.7,30.4,0,3.6,NNE,9,25,1020.8,NA,28,No,No
2016-02-22,Dartmoor,14.4,26.9,0,6.2,S,7,54,1021.3,NA,24,No,No
2016-02-23,Dartmoor,13.8,36.1,0,4.4,W,17,27,1009.8,NA,32.1,No,Yes
2016-02-24,Dartmoor,17.1,20.4,5.2,5,NNE,9,95,1009.2,NA,19.7,Yes,Yes
2016-02-25,Dartmoor,15.9,23.9,27,0.6,W,24,51,1012.4,NA,23.2,Yes,No
2016-02-26,Dartmoor,13.7,20.4,0,4,W,9,61,1020.9,NA,19.4,No,No
2016-02-27,Dartmoor,15.3,23.7,0.2,3.6,SSW,13,56,1021,NA,22,No,No
2016-02-28,Dartmoor,15,22.1,0,5.2,SSW,17,56,1021.7,NA,20.8,No,No
2016-02-29,Dartmoor,12.5,26.2,0,3,SE,15,44,1020,NA,25.1,No,No
2016-03-01,Dartmoor,11.5,32.1,0,4.2,SSW,15,32,1014.9,NA,28.4,No,No
2016-03-02,Dartmoor,11.8,25.1,0,5.8,SW,17,60,1017.5,NA,24.9,No,No
2016-03-03,Dartmoor,10.9,27.3,0,6,SE,13,45,1018.9,NA,25.9,No,No
2016-03-04,Dartmoor,13,30.4,0,3.6,SW,24,53,1014.9,NA,27.1,No,No
2016-03-05,Dartmoor,14.4,26.5,0,6.4,SE,17,48,1019.5,NA,25.3,No,No
2016-03-06,Dartmoor,15.7,28.3,0,4.6,SE,24,46,1018.2,NA,26.8,No,No
2016-03-07,Dartmoor,17.6,25.7,0,4.8,SE,37,57,1019.9,NA,23,No,No
2016-03-08,Dartmoor,16.9,35.5,0,4,SSW,7,33,1013.7,NA,32.9,No,No
2016-03-09,Dartmoor,17.4,26.2,0,3.4,SSE,11,63,1016.8,NA,25.2,No,No
2016-03-10,Dartmoor,15.7,22.4,1,3.2,ESE,15,90,1018.2,NA,18.1,No,No
2016-03-11,Dartmoor,15.9,27.9,0.4,0.8,SW,11,64,1016.2,NA,26,No,No
2016-03-12,Dartmoor,16.6,20.7,0.2,3.6,S,15,80,1021.5,NA,19.9,No,No
2016-03-13,Dartmoor,16.1,24.6,0,2.4,SE,15,59,1019.3,NA,23.5,No,No
2016-03-14,Dartmoor,14.7,19.5,0,4.2,SE,26,58,1022.4,NA,17.9,No,No
2016-03-15,Dartmoor,13.7,27.8,0,4,E,20,41,1017.5,NA,27.2,No,No
2016-03-16,Dartmoor,13.5,33.4,0,5.2,W,11,26,1012.8,NA,32.2,No,No
2016-03-17,Dartmoor,13.2,35.4,0,6.8,NNW,26,24,1002.5,NA,34.3,No,Yes
2016-03-18,Dartmoor,12,17.6,25.2,7.6,SW,31,55,1008.3,NA,16.8,Yes,Yes
2016-03-19,Dartmoor,8.8,17.6,1.2,3,SSE,22,60,1018.9,NA,16.8,Yes,No
2016-03-20,Dartmoor,8.9,18.1,0,2.6,SSE,19,60,1021.9,NA,16.8,No,No
2016-03-21,Dartmoor,7.1,22.4,0,1.2,SE,17,49,1019.7,NA,21.8,No,No
2016-03-22,Dartmoor,8.5,26.1,0,5.2,WSW,7,37,1015.9,NA,25.4,No,No
2016-03-23,Dartmoor,12.2,22.2,0,5,SSW,15,51,1016.9,NA,20.9,No,No
2016-03-24,Dartmoor,13.6,18,0.6,1.2,SSW,13,73,1020.5,NA,17.1,No,No
2016-03-25,Dartmoor,8.2,20.1,0,2.4,SW,11,56,1021.3,NA,19,No,No
2016-03-26,Dartmoor,11.3,19.3,0,2.2,SSW,20,79,1021.2,NA,16.6,No,No
2016-03-27,Dartmoor,12.3,17.3,0,1.4,SSE,15,50,1022.3,NA,16.8,No,No
2016-03-28,Dartmoor,10.9,17.9,0,2.6,S,13,53,1020.5,NA,17.1,No,No
2016-03-29,Dartmoor,11,17.4,0,0.6,SSE,13,57,1021.9,NA,16.6,No,No
2016-03-30,Dartmoor,11.1,19.9,0,3.2,SW,11,50,1021.1,NA,18.7,No,No
2016-03-31,Dartmoor,11.9,22.9,0,1.8,NW,20,51,1017.4,NA,22.2,No,No
2016-04-01,Dartmoor,11.5,25.9,0,3.8,NW,35,33,1008.4,NA,24.7,No,No
2016-04-02,Dartmoor,12.5,19.3,0.8,NA,SSW,20,45,1021.7,NA,18.2,No,No
2016-04-03,Dartmoor,4,19.5,0,NA,SSW,15,49,1025.8,NA,18.5,No,No
2016-04-04,Dartmoor,2.6,23.9,0,12.6,W,9,36,1017.1,NA,22.7,No,No
2016-04-05,Dartmoor,8.8,24.9,0,4,W,17,73,1010.7,NA,19.7,No,Yes
2016-04-06,Dartmoor,12,17.1,11.4,1.4,SW,20,56,1019.5,NA,15.5,Yes,No
2016-04-07,Dartmoor,6.1,17.7,0.8,3,SSW,11,92,1024,NA,13.8,No,No
2016-04-08,Dartmoor,10.3,18.8,0.4,1.4,W,4,76,1021.8,NA,17.7,No,No
2016-04-09,Dartmoor,8.6,19.1,0.4,2,WNW,22,73,1020.4,NA,17.6,No,Yes
2016-04-10,Dartmoor,12.5,19.8,1.4,3,W,17,64,1019.7,NA,18.9,Yes,Yes
2016-04-11,Dartmoor,13.3,18.6,2.4,1.2,SSW,15,81,1023.3,NA,17.2,Yes,Yes
2016-04-12,Dartmoor,12.6,17.3,1.8,2,SSW,9,74,1025.5,NA,16.3,Yes,No
2016-04-13,Dartmoor,9.2,17.7,0.4,1,SSE,15,70,1026.7,NA,17.2,No,No
2016-04-14,Dartmoor,8.7,21.3,0,2.6,WNW,11,52,1023.4,NA,20.6,No,No
2016-04-15,Dartmoor,4.8,23.9,0,1.2,SSW,13,56,1019.5,NA,21.5,No,No
2016-04-16,Dartmoor,10.3,17.4,0.6,NA,SSW,19,70,1023.7,NA,15.9,No,No
2016-04-17,Dartmoor,10.1,18.2,0.6,3.6,SE,26,53,1023.1,NA,17.1,No,No
2016-04-18,Dartmoor,4.8,21.2,0,2,N,7,45,1016.4,NA,20.1,No,No
2016-04-19,Dartmoor,6.5,25.6,0,2.4,NW,19,29,1016.2,NA,24.9,No,No
2016-04-20,Dartmoor,8.3,30.6,0,4,NNE,17,22,1014.8,NA,30,No,No
2016-04-21,Dartmoor,15.3,17.9,0.2,4.5,SSW,20,94,1021.4,NA,15.2,No,No
2016-04-22,Dartmoor,9.1,16.8,0.6,1.2,SSW,20,51,1029,NA,14.9,No,No
2016-04-23,Dartmoor,9.2,18.5,0,2.6,SSW,17,72,1030.2,NA,17.4,No,No
2016-04-24,Dartmoor,8.5,20.8,0,0.6,ENE,4,53,1028.2,NA,19.6,No,No
2016-04-25,Dartmoor,5.2,26.7,0.2,4.6,NNW,19,25,1024.4,NA,26.3,No,No
2016-04-26,Dartmoor,5,28,0,5.4,NNW,24,23,1019.7,NA,27.4,No,No
2016-04-27,Dartmoor,17,27.8,0,9,NNW,31,25,1011.1,NA,27,No,Yes
2016-04-28,Dartmoor,14.3,20.5,1.4,4.2,N,9,66,1016,NA,19.8,Yes,Yes
2016-04-29,Dartmoor,15.3,19.4,6,2.4,NNW,19,79,1010.6,NA,18.1,Yes,Yes
2016-04-30,Dartmoor,12.7,22.4,4.6,NA,NNW,28,45,1007.3,NA,22.1,Yes,Yes
2016-05-01,Dartmoor,9.3,15.2,15.6,NA,WSW,20,58,1013.1,NA,14.2,Yes,Yes
2016-05-02,Dartmoor,8,17.6,5.4,NA,NNW,30,70,1005.8,NA,16.9,Yes,Yes
2016-05-03,Dartmoor,11.7,16,5.8,NA,WNW,22,72,1001.9,NA,13.4,Yes,Yes
2016-05-04,Dartmoor,6.8,16.3,3,NA,NNW,24,65,1012.4,NA,15.4,Yes,No
2016-05-05,Dartmoor,8.7,21.3,0.2,NA,NNW,26,55,1009.6,NA,21.1,No,No
2016-05-06,Dartmoor,11.9,18.8,0,NA,WNW,9,60,1014.3,NA,18,No,No
2016-05-07,Dartmoor,8.1,20.7,0,NA,E,13,68,1012.6,NA,19.2,No,Yes
2016-05-08,Dartmoor,11.5,17.9,1.6,NA,NNE,19,82,1001.6,NA,17.6,Yes,Yes
2016-05-09,Dartmoor,13.3,17.7,2.6,NA,N,13,77,990.3,NA,15.3,Yes,Yes
2016-05-10,Dartmoor,12.2,15.5,10,NA,W,24,65,1012.3,NA,14.9,Yes,No
2016-05-11,Dartmoor,10.5,15.8,0.4,NA,WNW,26,89,1010.8,NA,14.2,No,Yes
2016-05-12,Dartmoor,11.7,16.7,4.8,NA,NW,20,92,1013.4,NA,16.4,Yes,Yes
2016-05-13,Dartmoor,13.1,19.2,1.8,NA,NW,22,70,1018.5,NA,18.8,Yes,No
2016-05-14,Dartmoor,8.1,20.9,0.2,NA,NNW,22,53,1014.3,NA,20.7,No,No
2016-05-15,Dartmoor,11.5,18.2,0,NA,WSW,19,63,1016.2,NA,16.5,No,No
2016-05-16,Dartmoor,4.2,19.8,0,NA,WSW,11,79,1010.4,NA,16.2,No,Yes
2016-05-17,Dartmoor,10.6,15.7,6.8,NA,WNW,9,72,1017.6,NA,14.9,Yes,No
2016-05-18,Dartmoor,9.5,17.9,0.2,NA,NNW,17,89,1015.1,NA,14.6,No,No
2016-05-19,Dartmoor,11.4,16.7,0.8,NA,WNW,28,88,1013.5,NA,15.3,No,Yes
2016-05-20,Dartmoor,9.5,16.7,3.4,NA,N,2,78,1022.1,NA,15.3,Yes,No
2016-05-21,Dartmoor,6.8,19.4,0,NA,N,19,67,1017.5,NA,18.3,No,No
2016-05-22,Dartmoor,11.9,18.7,0.2,NA,N,15,68,1007.7,NA,17.8,No,Yes
2016-05-23,Dartmoor,7,15.3,13.2,NA,WNW,13,91,1017.9,NA,13.4,Yes,Yes
2016-05-24,Dartmoor,5,17.3,1.2,NA,NNW,9,80,1018.6,NA,16.1,Yes,No
2016-05-25,Dartmoor,7.9,12.6,0,NA,N,15,93,1006.6,NA,11.3,No,Yes
2016-05-26,Dartmoor,8.7,14.1,17.4,NA,S,11,82,1006.7,NA,12.3,Yes,Yes
2016-05-27,Dartmoor,3.1,11.6,1.8,NA,NE,7,93,1004.1,NA,10.9,Yes,Yes
2016-05-28,Dartmoor,4.8,13.2,3.8,NA,SSW,11,72,1016.3,NA,11.2,Yes,No
2016-05-29,Dartmoor,7.7,10.1,0.2,NA,NNE,11,64,1021,NA,9.5,No,No
2016-05-30,Dartmoor,0.8,13.9,0,NA,NE,13,59,1023.2,NA,13.7,No,No
2016-05-31,Dartmoor,3.3,14.8,0,NA,NE,13,60,1025.9,NA,13.8,No,No
2016-06-01,Dartmoor,3.9,16.6,0,NA,NA,0,57,1025.5,NA,15.7,No,No
2016-06-02,Dartmoor,2.2,15.8,0,NA,SE,7,64,1024.6,NA,15.7,No,No
2016-06-03,Dartmoor,4,14.6,0,NA,SE,13,76,1021.8,NA,13.6,No,No
2016-06-04,Dartmoor,1.2,15,0.2,NA,ESE,13,84,1013,NA,13.5,No,No
2016-06-05,Dartmoor,2.5,14,0,NA,N,11,80,1002.2,NA,13.3,No,Yes
2016-06-06,Dartmoor,7,14.8,1.6,NA,SSW,7,88,1001.2,NA,12.8,Yes,Yes
2016-06-07,Dartmoor,8.2,14,25.6,NA,W,17,87,1005.5,NA,12.9,Yes,Yes
2016-06-08,Dartmoor,10.2,12.6,1.4,NA,NE,15,94,999.8,NA,11.1,Yes,Yes
2016-06-09,Dartmoor,10.3,14.3,6.4,NA,SW,20,83,1007.4,NA,13,Yes,Yes
2016-06-10,Dartmoor,7.5,15.1,2.6,NA,W,6,94,1017,NA,11.6,Yes,Yes
2016-06-11,Dartmoor,5.8,12.6,6.8,NA,WSW,13,55,1029.5,NA,12.1,Yes,No
2016-06-12,Dartmoor,5.7,14,0,NA,NW,11,69,1035.5,NA,12.6,No,No
2016-06-13,Dartmoor,0.9,12.5,0,NA,N,15,62,1031.5,NA,11.8,No,No
2016-06-14,Dartmoor,2,14.7,0,NA,N,4,73,1032.9,NA,13.4,No,No
2016-06-15,Dartmoor,-0.5,15.7,0,NA,NNW,17,64,1027.6,NA,15.4,No,No
2016-06-16,Dartmoor,1.2,13.2,0.4,NA,N,15,83,1011.4,NA,11.9,No,No
2016-06-17,Dartmoor,8.6,13.7,0.6,NA,S,15,93,1013.1,NA,12.2,No,No
2016-06-18,Dartmoor,4.6,12.1,0.4,NA,SE,13,69,1020.6,NA,11.6,No,No
2016-06-19,Dartmoor,2.1,14.7,0,NA,SSE,15,76,1015.7,NA,13.2,No,Yes
2016-06-20,Dartmoor,5,15.6,2.4,NA,SW,6,94,1007.1,NA,12.2,Yes,Yes
2016-06-21,Dartmoor,7.4,14,5.6,NA,NW,20,89,995.2,NA,12.6,Yes,Yes
2016-06-22,Dartmoor,7.6,14.1,4.8,NA,NW,20,79,1004,NA,13.5,Yes,Yes
2016-06-23,Dartmoor,9.2,10.6,39.4,NA,NW,11,95,998,NA,8,Yes,Yes
2016-06-24,Dartmoor,3.7,9.4,33.6,NA,SW,15,72,1012.4,NA,8.6,Yes,Yes
2016-06-25,Dartmoor,1.6,12.7,2.8,NA,NNW,11,67,1022.3,NA,12.1,Yes,No
2016-06-26,Dartmoor,2.9,12.3,0.2,NA,NNW,20,66,1014.5,NA,11,No,Yes
2016-06-27,Dartmoor,5,13.8,1.4,NA,WNW,13,74,1018.3,NA,12.4,Yes,No
2016-06-28,Dartmoor,6.2,14.9,0.6,NA,NW,19,82,1022.9,NA,14,No,Yes
2016-06-29,Dartmoor,6.8,14.2,7.6,NA,N,22,62,1018.4,NA,13,Yes,Yes
2016-06-30,Dartmoor,8.1,10.5,7.2,NA,WNW,24,84,1005.6,NA,9.2,Yes,Yes
2016-07-01,Dartmoor,7,13.4,17.2,1.2,WNW,13,79,1021.3,NA,12.9,Yes,Yes
2016-07-02,Dartmoor,8.3,15.4,1.8,1,WNW,15,75,1024.5,NA,14.5,Yes,No
2016-07-03,Dartmoor,9.5,13.4,1,1,NNW,20,95,1019.9,NA,12.1,No,Yes
2016-07-04,Dartmoor,8.7,11.2,2.6,0.6,NE,9,89,1009.3,NA,10.6,Yes,Yes
2016-07-05,Dartmoor,5.2,13.4,1.8,0.4,S,11,86,1016,NA,10.9,Yes,Yes
2016-07-06,Dartmoor,6.3,13.2,1.4,1.2,S,13,93,1022.8,NA,11.3,Yes,Yes
2016-07-07,Dartmoor,5.3,14.6,1.2,0.8,E,9,82,1021.4,NA,12.6,Yes,No
2016-07-08,Dartmoor,5.8,13.7,0.6,0.4,NW,7,87,1020.9,NA,11.8,No,No
2016-07-09,Dartmoor,1.1,13.9,0.4,1.6,N,4,76,1022.3,NA,12.8,No,Yes
2016-07-10,Dartmoor,3.4,11.7,2.2,1.4,NNE,31,85,1005.9,NA,10.3,Yes,Yes
2016-07-11,Dartmoor,9.4,12.9,4.2,0.8,NW,31,90,996.2,NA,12.5,Yes,Yes
2016-07-12,Dartmoor,7.1,7.9,11.8,1.2,NW,20,89,998.7,NA,5.8,Yes,Yes
2016-07-13,Dartmoor,3.7,11.4,16.2,0.4,WSW,28,84,1023.6,NA,9.1,Yes,Yes
2016-07-14,Dartmoor,4.8,13.1,4.2,0.8,W,17,82,1028.1,NA,11.3,Yes,Yes
2016-07-15,Dartmoor,7.2,13.3,2.2,0.4,NW,11,80,1030.7,NA,12.6,Yes,No
2016-07-16,Dartmoor,3.8,13.2,0,1,NNW,9,65,1029.7,NA,12.5,No,No
2016-07-17,Dartmoor,2.6,13.1,0.4,2,NNE,17,78,1021.1,NA,10.8,No,No
2016-07-18,Dartmoor,6.2,15,0,1.4,NW,19,77,1016.1,NA,14.2,No,No
2016-07-19,Dartmoor,10.6,12.9,0,0.6,N,6,94,1020.4,NA,12.6,No,No
2016-07-20,Dartmoor,9,17,0.6,0.4,NE,4,68,1020.3,NA,16,No,Yes
2016-07-21,Dartmoor,6.6,18.3,1.4,1.2,N,11,75,1008.4,NA,17,Yes,Yes
2016-07-22,Dartmoor,11.5,15.1,4.2,2,WNW,19,78,995,NA,13,Yes,Yes
2016-07-23,Dartmoor,5.6,11.5,17,3,WSW,19,67,1010.4,NA,9.6,Yes,No
2016-07-24,Dartmoor,3.9,9.7,0.6,1.6,N,24,89,1000.7,NA,8.7,No,Yes
2016-07-25,Dartmoor,5.4,12.4,7.6,1.2,WNW,24,93,1002.7,NA,9,Yes,Yes
2016-07-26,Dartmoor,3,9.6,9.8,1.8,N,22,82,1006.4,NA,9.1,Yes,Yes
2016-07-27,Dartmoor,4.9,11.6,10,0.4,WSW,17,68,1020.2,NA,10.7,Yes,Yes
2016-07-28,Dartmoor,7.6,15.3,2.2,1.2,WNW,20,79,1022.6,NA,13.5,Yes,Yes
2016-07-29,Dartmoor,9.7,14.9,1.4,1.2,W,9,77,1020.2,NA,14.4,Yes,Yes
2016-07-30,Dartmoor,10.1,14.5,1.8,1.8,N,24,70,1010.8,NA,13.4,Yes,Yes
2016-07-31,Dartmoor,6.8,15.6,1.8,1.4,NNW,13,64,1012.8,NA,14.1,Yes,No
2016-08-01,Dartmoor,6.4,13.9,0.2,NA,SSW,17,87,1012.2,NA,10.8,No,Yes
2016-08-02,Dartmoor,4.6,13.3,2,NA,SSW,17,78,1023.9,NA,12.3,Yes,Yes
2016-08-03,Dartmoor,6.9,13.4,1.4,NA,S,20,75,1028.6,NA,11.5,Yes,Yes
2016-08-04,Dartmoor,4.3,14.8,1.8,NA,E,15,56,1029.9,NA,14.2,Yes,No
2016-08-05,Dartmoor,2.7,11.4,0.4,NA,N,6,67,1029.7,NA,10.7,No,No
2016-08-06,Dartmoor,5.2,15,0,NA,N,4,56,1025,NA,13.7,No,No
